facility_id,program_type,facility_status,facility_name,city,zipcode,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,total_capacity,latitude,longitude,is_active_facility,geo_missing_flag,under5_capacity_current,capacity_inconsistency_flag,zero_total_capacity_flag
395857,GFDC,License,"Santana, Altagracia",Bronx,10459,Bronx 12,0,0,0,4,12,16,40.827643,-73.888104,1,False,12,0,0
275819,SACC,Registration,"United Activities Unlimited, Inc. @ P.S. 1",Staten Island,10307,Richmond 31,0,0,0,62,0,62,40.508957,-74.243822,1,False,0,0,0
566332,GFDC,License,"Bueno, Brenda",Bronx,10463,Bronx 10,0,0,0,4,12,16,40.87619,-73.911527,1,False,12,0,0
354999,GFDC,License,Little Angels Montessori  Inc.,Astoria,11106,Queens 30,0,0,0,4,12,16,40.760287,-73.931662,1,False,12,0,0
487209,FDC,Registration,BIG HEARTS LITTLE HANDS FAMILY DAY CARE,Bronx,10472,Bronx 12,0,0,0,2,6,8,40.830677,-73.874701,1,False,6,0,0
882841,GFDC,License,GRINIS GROUP FAMILY DAYCARE INC.,Bronx,10462,Bronx 11,0,0,0,4,12,16,40.846989,-73.857396,1,False,12,0,0
649418,GFDC,License,Nechama Day Care Corp.,Brooklyn,11219,Brooklyn 20,0,0,0,4,12,16,40.637984,-73.997303,1,False,12,0,0
272455,GFDC,License,"Mcgregor- Bent, Odaro",BRONX,10467,Bronx 11,0,0,0,4,12,16,40.882407,-73.859516,1,False,12,0,0
494600,GFDC,License,"Eusebio, Luis",Bronx,10452,Bronx 9,0,0,0,0,12,12,40.836821,-73.915875,1,False,12,0,0
875966,SACC,Registration,New Settlement Apartments,Bronx,10452,Bronx 9,0,0,0,92,0,92,40.842601,-73.916238,1,False,0,0,0
864525,GFDC,License,"Rufino Milane, Madolin",Bronx,10456,Bronx 9,0,0,0,0,12,12,40.836084,-73.914562,1,False,12,0,0
773193,GFDC,License,Ariana Group Family Day Care  Corp.,bronx,10468,Bronx 10,0,0,0,2,12,14,40.869096,-73.892464,1,False,12,0,0
709728,SACC,Registration,"New York Edge, Inc.",Brooklyn,11221,Brooklyn 16,0,0,0,145,0,145,40.691171,-73.933512,1,False,0,0,0
525459,GFDC,License,"Clelland, Derleen",Jamaica,11434,Queens 29,0,0,0,0,12,12,40.676015,-73.763239,1,False,12,0,0
822565,GFDC,License,"Nassar, Mercedes",Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,40.684015,-73.868357,1,False,12,0,0
709638,SACC,Registration,Coalition for Hispanic Family Services @ Juan Morel Campos,Brooklyn,11206,Brooklyn 14,0,0,0,226,0,226,40.703718,-73.953214,1,False,0,0,0
873138,GFDC,License,"Bright Smiles Family Day Care V, LLC",Bronx,10452,Bronx 9,0,0,0,4,12,16,40.831614,-73.921635,1,False,12,0,0
689572,SACC,Registration,"SCAN-Harbor, Inc.",New York,10035,Manhattan 4,0,0,0,38,0,38,40.798143,-73.932154,1,False,0,0,0
622414,GFDC,License,123 GO DAYCARE INC.,Bronx,10468,Bronx 10,0,0,0,4,12,16,40.864275,-73.896943,1,False,12,0,0
347339,GFDC,License,Little Sunflowers Group Family Daycare,South Ozone Park,11420,Queens 27,0,0,0,4,12,16,40.676789,-73.821634,1,False,12,0,0
385421,GFDC,License,"MILL BASIN DAY CARE CENTER, LLC",Brooklyn,11234,Brooklyn 22,0,0,0,4,12,16,40.604844,-73.913091,1,False,12,0,0
372817,SACC,Registration,SoBRO After School @ PS/MS 3,Bronx,10457,Bronx 10,0,0,0,120,0,120,40.850017,-73.892038,1,False,0,0,0
700471,GFDC,License,"Grullon, Nelcy",Bronx,10457,Bronx 10,0,0,0,4,12,16,40.849079,-73.886325,1,False,12,0,0
821494,GFDC,License,"Asencio Arias, Olga",Bronx,10456,Bronx 9,0,0,0,4,12,16,40.834519,-73.912482,1,False,12,0,0
108215,GFDC,License,"Stephens, Jacqueline",Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16,40.628526,-73.898975,1,False,12,0,0
375599,GFDC,License,"Feliciano, Niurka",BRONX,10452,Bronx 9,0,0,0,2,12,14,40.830935,-73.922774,1,False,12,0,0
650568,GFDC,License,"Proano, Sandra",Corona,11368,Queens 24,0,0,0,4,12,16,40.757335,-73.857486,1,False,12,0,0
866974,GFDC,License,"Pre-Pre with Polly, LLC",Brooklyn,11218,Brooklyn 15,0,0,0,4,12,16,40.654546,-73.974001,1,False,12,0,0
760884,GFDC,License,Miss Robin's Children Family Group Day Care,Hollis,11423,Queens 29,0,0,0,0,12,12,,,1,True,12,0,0
396824,GFDC,License,"Pichardo Rodriguez, Carmen",Bronx,10468,Bronx 10,0,0,0,4,12,16,40.858832,-73.901322,1,False,12,0,0
546897,GFDC,License,"The Sensory Stop, Inc.",Bronx,10456,Bronx 9,0,0,0,4,12,16,40.826069,-73.904813,1,False,12,0,0
607682,SACC,Registration,O.S.T Program @ P.S. 306,Queens,11421,Queens 27,0,0,0,300,0,300,40.691699,-73.848603,1,False,0,0,0
878365,SACC,Registration,"SCAN-Harbor, Inc.",New York,10029,Manhattan 4,0,0,0,160,0,160,40.792005,-73.95131,1,False,0,0,0
876815,GFDC,License,"Mavroudis, Vrettos",FLUSHING,11361,Queens 26,0,0,0,4,12,16,40.754671,-73.779517,1,False,12,0,0
806271,FDC,Registration,"Iharratane, Aicha",New York,10027,Manhattan 5,0,0,0,2,6,8,40.813894,-73.958848,1,False,6,0,0
864107,GFDC,License,"Seda, Mariela",Bronx,10462,Bronx 11,0,0,0,4,12,16,40.845008,-73.859378,1,False,12,0,0
801831,GFDC,License,"Pena, Juana",Bronx,10452,Bronx 9,0,0,0,4,12,16,40.831049,-73.921684,1,False,12,0,0
286168,FDC,Registration,"Rodriguez, Sumelgida",Brooklyn,11208,Brooklyn 19,0,0,0,2,5,7,40.685957,-73.876603,1,False,5,0,0
714239,GFDC,License,"Kids Bliss Playgroup, Inc.",Brooklyn,11219,Brooklyn 15,0,0,0,4,12,16,40.638469,-73.986958,1,False,12,0,0
861135,FDC,Registration,"Clay, Jaivona",Brooklyn,11239,Brooklyn 19,0,0,0,2,6,8,40.651889,-73.88496,1,False,6,0,0
737749,GFDC,License,Tia Lili Family DayCare INC,Bronx,10451,Bronx 7,0,0,0,4,12,16,40.822727,-73.914406,1,False,12,0,0
584553,FDC,Registration,"Millington, Teodolinda",Brooklyn,11208,Brooklyn 19,0,0,0,2,6,8,40.666438,-73.870066,1,False,6,0,0
771745,GFDC,License,"Wilkins, Demmie",staten island,10303,Richmond 31,0,0,0,0,10,10,40.635,-74.155177,1,False,10,0,0
835652,FDC,Registration,"Vargas De Sanchez, Angela",New York,10002,Manhattan 1,0,0,0,2,6,8,40.717367,-73.988462,1,False,6,0,0
657626,GFDC,License,"Brito, Julia",Bronx,10463,Bronx 10,0,0,0,0,10,10,40.874426,-73.90276,1,False,10,0,0
882082,GFDC,License,INFINITY DAYCARE LLC,Bronx,10467,Bronx 10,0,0,0,4,12,16,40.881534,-73.884302,1,False,12,0,0
273207,GFDC,License,"Guney, Svetlana",Brooklyn,11231,Brooklyn 15,0,0,0,4,12,16,40.682846,-74.00067,1,False,12,0,0
869596,GFDC,License,"Delarosa, Yuberkis",Bronx,10453,Bronx 9,0,0,0,0,12,12,40.84837,-73.918812,1,False,12,0,0
483857,GFDC,License,Sunrise Day Care,Brooklyn,11212,Brooklyn 23,0,0,0,4,12,16,40.661779,-73.907538,1,False,12,0,0
496871,FDC,Registration,"Dunn, Brenda",New York,10037,Manhattan 5,0,0,0,2,6,8,40.815031,-73.935729,1,False,6,0,0
66956,FDC,Registration,"Vasquez,, Herminia",New York,10040,Manhattan 6,0,0,0,2,6,8,40.861817,-73.929833,1,False,6,0,0
827299,SACC,Registration,"The Noel Pointer Foundation, Inc. @ PS/MS 124",South Ozone Park,11420,Queens 27,0,0,0,177,0,177,40.665223,-73.811415,1,False,0,0,0
73238,SACC,Registration,RiseBoro Community Partnership Inc. @ P.S. 86,Brooklyn,11237,Brooklyn 32,0,0,0,124,0,124,40.70074,-73.917659,1,False,0,0,0
800846,GFDC,License,Colorful Daycare Corp,Bronx,10453,Bronx 10,0,0,0,4,12,16,40.854134,-73.905994,1,False,12,0,0
462627,GFDC,License,"Castro, Ana",Bronx,10467,Bronx 10,0,0,0,2,12,14,40.880094,-73.88348,1,False,12,0,0
414938,SACC,Registration,New York Junior Tennis League @ JHS 383k,Brooklyn,11237,Brooklyn 32,0,0,0,150,0,150,40.697792,-73.919534,1,False,0,0,0
871150,GFDC,License,"Francisco De Lucas, Ivelisse",Bronx,10458,Bronx 10,0,0,0,2,12,14,40.857993,-73.896817,1,False,12,0,0
880913,GFDC,License,TINY PANTHERS 59 LLC,New York,10040,Manhattan 6,0,0,0,0,10,10,40.86226,-73.929093,1,False,10,0,0
664001,GFDC,License,"Faces of Grace, Inc.",Far Rockaway,11691,Queens 27,0,0,0,4,12,16,40.6054,-73.75888,1,False,12,0,0
217639,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,10007,Manhattan 2,0,0,0,87,0,87,40.715952,-74.011284,1,False,0,0,0
72395,GFDC,License,"Andrews, Simone",Brooklyn,11230,Brooklyn 22,0,0,0,4,12,16,40.633533,-73.958147,1,False,12,0,0
249410,SACC,Registration,Brooklyn Chinese America @ P.S. 69,Brooklyn,11220,Brooklyn 20,0,0,0,180,0,180,40.63257,-74.009529,1,False,0,0,0
101462,SACC,Registration,"The Educational Alliance, Inc.",New York,10009,Manhattan 1,0,0,0,329,0,329,40.72417,-73.981253,1,False,0,0,0
713477,FDC,Registration,"Jimenez, Yaneth",Bronx,10468,Bronx 10,0,0,0,2,6,8,,,1,True,6,0,0
377105,FDC,Registration,"Martinez Ramos, Almaida",Bronx,10451,Bronx 9,0,0,0,0,6,6,40.823997,-73.913711,1,False,6,0,0
785121,SACC,Registration,"Neighborhood Change Youth Organization, Inc.",Staten Island,10310,Richmond 31,0,0,0,30,0,30,40.634905,-74.111479,1,False,0,0,0
814565,GFDC,License,"CHILDREN OF JOY DAYCARE, INC",Bronx,10472,Bronx 12,0,0,0,4,12,16,40.831205,-73.863213,1,False,12,0,0
460266,GFDC,License,"Rodriguez, Christine",Bronx,10463,Bronx 10,0,0,0,4,12,16,40.881513,-73.898039,1,False,12,0,0
620784,SACC,Registration,"Aspira Of New York, Inc.",Bronx,10473,Bronx 8,0,0,0,180,0,180,40.818653,-73.868439,1,False,0,0,0
52235,FDC,Registration,"Pimentel, Soraya",NEW YORK,10019,Manhattan 2,0,0,0,2,6,8,40.765608,-73.990905,1,False,6,0,0
761583,GFDC,License,"KC  TREEHOUSE DAYCARE ,  LLC",Queens Village,11429,Queens 29,0,0,0,4,12,16,40.708378,-73.734206,1,False,12,0,0
357324,GFDC,License,"George, Alison",Brooklyn,11203,Brooklyn 18,0,0,0,2,12,14,40.654079,-73.940498,1,False,12,0,0
838290,GFDC,License,TITI VANESSA GROUP FAMILY DAY CARE LLC,Bronx,10472,Bronx 8,0,0,0,4,12,16,40.824791,-73.881393,1,False,12,0,0
376889,SACC,Registration,New York City Mission Society @ P.S 85,Bronx,10458,Bronx 10,0,0,0,250,0,250,40.858741,-73.895014,1,False,0,0,0
504157,GFDC,License,"Cruz, Teofila",Bronx,10452,Bronx 9,0,0,0,2,12,14,40.83423,-73.927444,1,False,12,0,0
712944,GFDC,License,"Rocha Luciano, Jacqueline",New York,10040,Manhattan 6,0,0,0,0,7,7,40.855378,-73.930369,1,False,7,0,0
816789,GFDC,License,"Garcia, Grasiela",New York,10032,Manhattan 6,0,0,0,4,12,16,40.836803,-73.942058,1,False,12,0,0
256306,GFDC,License,Extraordinary Childcare,Brooklyn,11207,Brooklyn 19,0,0,0,4,12,16,40.667456,-73.891616,1,False,12,0,0
444082,GFDC,License,Little Bright Stars Group Daycare Corp.,Woodside,11377,Queens 24,0,0,0,2,12,14,40.74171,-73.900576,1,False,12,0,0
880660,SACC,Registration,New Deal Daycare Center,Saint Albans,11412,Queens 29,0,0,0,37,0,37,40.703709,-73.76874,1,False,0,0,0
415990,FDC,Registration,"Gonzalez, Eudes",Bronx,10451,Bronx 7,0,0,0,2,6,8,40.815268,-73.924222,1,False,6,0,0
795526,GFDC,License,"Romero, Alfakelly",Bronx,10456,Bronx 7,0,0,0,0,12,12,40.81879,-73.906632,1,False,12,0,0
719140,GFDC,License,"Alburquerque, Daniela",Bronx,10451,Bronx 9,0,0,0,4,12,16,40.826528,-73.914782,1,False,12,0,0
862020,SACC,Registration,Renaissance Youth Center,Bronx,10456,Bronx 9,0,0,0,220,0,220,40.830296,-73.906384,1,False,0,0,0
754980,GFDC,License,"Riddick, Lamarr",Rosedale,11422,Queens 29,0,0,0,4,12,16,40.666718,-73.733083,1,False,12,0,0
771136,GFDC,Suspended,"SMR Family Daycare, LLC",Brooklyn,11213,Brooklyn 16,0,0,0,4,12,16,40.673338,-73.934922,0,False,12,0,0
56512,FDC,Registration,"Marte, Deysi Del Carmen",Bronx,10463,Bronx 10,0,0,0,2,6,8,40.878775,-73.902099,1,False,6,0,0
491652,GFDC,License,CHERRY BLOSSOM DAYCARE,Bronx,10470,Mount Vernon,0,0,0,4,12,16,40.905459,-73.850329,1,False,12,0,0
709749,SACC,Registration,Friends of Crown Heights @ M.S. 394,Brooklyn,11213,Brooklyn 16,0,0,0,149,0,149,40.6726,-73.928257,1,False,0,0,0
866326,GFDC,License,"Garcia, Ramona",Bronx,10465,Bronx 8,0,0,0,4,12,16,40.818659,-73.815548,1,False,12,0,0
619965,FDC,Registration,"Reyes, Vilma",Bronx,10451,Bronx 7,0,0,0,2,6,8,40.8139,-73.922088,1,False,6,0,0
137421,GFDC,License,"Gan Mally and Aya, Inc.",Flushing,11367,Queens 25,0,0,0,4,12,16,40.727539,-73.827143,1,False,12,0,0
673361,SACC,Registration,Cypress Hills Local Dev. PS 345,Brooklyn,11208,Brooklyn 19,0,0,0,186,0,186,40.676172,-73.880223,1,False,0,0,0
413194,GFDC,License,Emily's Home Day Care,Brooklyn,11218,Brooklyn 22,0,0,0,4,12,16,40.634304,-73.969278,1,False,12,0,0
74167,SACC,Registration,University Settlement Society of NY @William McKinley PS 63,New York,10009,Manhattan 1,0,0,0,157,0,157,40.724227,-73.986279,1,False,0,0,0
607931,SACC,Registration,"YMCA of Greater New York, Inc.",New York,10035,Manhattan 4,0,0,0,120,0,120,40.800028,-73.937359,1,False,0,0,0
744960,GFDC,License,"LITTLE PEOPLE NY GROUP FAMILY DAY CARE, INC.",Bronx,10472,Bronx 12,0,0,0,0,10,10,40.826111,-73.868422,1,False,10,0,0
510811,GFDC,License,B & J Wonderland Day Care LLC,New York,10033,Manhattan 6,0,0,0,4,12,16,40.847081,-73.938407,1,False,12,0,0
846895,SACC,Registration,Emerging Stars II @ PS 159Q,Bayside,11361,Queens 26,0,0,0,133,0,133,40.769581,-73.78387,1,False,0,0,0
629029,SACC,Registration,I Have A Dream Foundation @PS 7 East Harlem Prog.,New York,10035,Manhattan 4,0,0,0,65,0,65,40.800877,-73.939368,1,False,0,0,0
364348,GFDC,License,Roseyne Group Family Day Care Inc.,Bronx,10452,Bronx 9,0,0,0,4,12,16,40.841421,-73.92363,1,False,12,0,0
844994,GFDC,License,NO.1 Rayitos De Luz Inc,Bronx,10463,Bronx 10,0,0,0,2,12,14,40.879705,-73.905235,1,False,12,0,0
807095,GFDC,License,"Rawlins, Alexandra",Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,40.670735,-73.876566,1,False,12,0,0
540312,GFDC,License,Tic Tac Day Care Inc,Brooklyn,11201,Brooklyn 13,0,0,0,4,12,16,40.693305,-73.995298,1,False,12,0,0
525415,SACC,Registration,Bryan's Education Center,Brooklyn,11226,Brooklyn 18,0,0,0,22,0,22,40.651138,-73.940223,1,False,0,0,0
710595,GFDC,License,"Caminero, Elba",Bronx,10451,Bronx 7,0,0,0,0,12,12,,,1,True,12,0,0
736322,GFDC,License,"Li, Yue Ming",New York,10013,Manhattan 2,0,0,0,4,12,16,40.72006,-73.99546,1,False,12,0,0
344447,GFDC,License,"Armstead- Harris, Pauline",St. Albans,11412,Queens 29,0,0,0,0,10,10,40.701473,-73.761174,1,False,10,0,0
317318,GFDC,License,"Santana, Juana",BRONX,10468,Bronx 10,0,0,0,4,12,16,40.863019,-73.898841,1,False,12,0,0
704224,GFDC,License,Beverly's Creative Minds,Jamaica,11433,Queens 28,0,0,0,4,12,16,40.690942,-73.791641,1,False,12,0,0
751513,GFDC,License,"Carrillo, Mario",Bronx,10455,Bronx 7,0,0,0,4,12,16,40.814331,-73.908838,1,False,12,0,0
778182,GFDC,License,The Future Stars Group Family Day Care Inc.,Bronx,10459,Bronx 8,0,0,0,4,12,16,40.819277,-73.903443,1,False,12,0,0
228977,GFDC,License,"Vega, Nidia",Bronx,10457,Bronx 9,0,0,0,2,12,14,40.842789,-73.906474,1,False,12,0,0
287295,GFDC,License,"Hernandez, Amis",BRONX,10473,Bronx 8,0,0,0,2,12,14,40.814957,-73.865146,1,False,12,0,0
649627,GFDC,License,Alyssa-Ashley DayCare Inc.,Brooklyn,11218,Brooklyn 15,0,0,0,4,12,16,40.647157,-73.973232,1,False,12,0,0
878489,GFDC,License,"Rosario, Lucero",Bronx,10457,Bronx 10,0,0,0,4,12,16,40.850216,-73.885999,1,False,12,0,0
842280,GFDC,License,"Blanco, Jessica",Bronx,10457,Bronx 12,0,0,0,0,12,12,40.842739,-73.893927,1,False,12,0,0
696478,GFDC,License,Pinky ABC Family Day Care,Bronx,10452,Bronx 9,0,0,0,4,12,16,40.845382,-73.920288,1,False,12,0,0
252044,GFDC,License,"Miller, Felicity",Brooklyn,11231,Brooklyn 15,0,0,0,4,12,16,40.677473,-73.997181,1,False,12,0,0
822810,GFDC,License,La Nana Group Fmily Daycare,Bronx,10453,Bronx 9,0,0,0,0,12,12,40.846935,-73.917858,1,False,12,0,0
759522,SACC,Registration,RFCUNY @ Langston Hughes Cornerstone,Brooklyn,11212,Brooklyn 23,0,0,0,48,0,48,40.667689,-73.908999,1,False,0,0,0
274506,GFDC,License,"Eze, Esther",BRONX,10467,Bronx 11,0,0,0,4,12,16,40.879676,-73.868162,1,False,12,0,0
875994,GFDC,License,"Lozano, Aura",Jackson Heights,11372,Queens 30,0,0,0,4,12,16,40.755344,-73.882307,1,False,12,0,0
469187,GFDC,License,"Matos, Marissa",New York,10032,Manhattan 6,0,0,0,4,12,16,40.843356,-73.941919,1,False,12,0,0
877119,GFDC,License,"Baptiste, Crystal",Queens Village,11429,Queens 29,0,0,0,4,12,16,40.712073,-73.741835,1,False,12,0,0
401574,GFDC,License,Modraf Family Day Care,Brooklyn,11208,Brooklyn 19,0,0,0,2,10,12,40.670538,-73.863876,1,False,10,0,0
72004,GFDC,License,"Ahmed, Fatema",Bronx,10462,Bronx 11,0,0,0,0,10,10,40.853095,-73.861309,1,False,10,0,0
638469,GFDC,License,"Caring with Joy, LLC",Bronx,10453,Bronx 9,0,0,0,4,12,16,40.847918,-73.910151,1,False,12,0,0
616887,GFDC,License,"Rosa, Angel",Brooklyn,11221,Brooklyn 14,0,0,0,4,12,16,40.692257,-73.945154,1,False,12,0,0
856473,GFDC,License,"Patterns, LLC",Brooklyn,11221,Brooklyn 16,0,0,0,4,12,16,40.690441,-73.938669,1,False,12,0,0
690043,GFDC,License,Pinky Blue Educational  Day Care LLC,Bronx,10453,Bronx 10,0,0,0,4,12,16,40.856535,-73.905818,1,False,12,0,0
692088,GFDC,License,"Arzu, Alba",Bronx,10454,Bronx 7,0,0,0,0,10,10,40.812238,-73.920944,1,False,10,0,0
669075,GFDC,License,"Dominguez, Gabriela",Bronx,10455,Bronx 7,0,0,0,4,12,16,40.814409,-73.909533,1,False,12,0,0
852136,GFDC,License,MK PLAYHOUSE INC.,Bronx,10454,Bronx 7,0,0,0,4,12,16,40.807031,-73.926218,1,False,12,0,0
255449,SACC,Registration,Millennium Development @ P.S. 222,Brooklyn,11234,Brooklyn 22,0,0,0,120,0,120,40.613709,-73.938692,1,False,0,0,0
854276,SACC,Registration,ARDOR PBL Inc,Brooklyn,11222,Brooklyn 14,0,0,0,18,0,18,40.723002,-73.953556,1,False,0,0,0
823844,GFDC,License,"Jose Aracena, Griselda",Bronx,10456,Bronx 9,0,0,0,4,12,16,40.839387,-73.912974,1,False,12,0,0
600741,GFDC,License,"Gomez, Elizabeth",Bronx,10460,Bronx 10,0,0,0,4,12,16,40.849636,-73.88399,1,False,12,0,0
341383,GFDC,License,Giggle Family Day Care Inc.,Brooklyn,11209,Brooklyn 20,0,0,0,4,12,16,40.626254,-74.024625,1,False,12,0,0
797422,GFDC,License,"Perlata-Lajara, Michael",Bronx,10457,Bronx 10,0,0,0,0,10,10,40.852138,-73.889216,1,False,10,0,0
664421,GFDC,License,Barahona Day Care III Inc.,Bronx,10452,Bronx 9,0,0,0,4,12,16,40.841634,-73.926391,1,False,12,0,0
774315,SACC,Registration,Brooklyn Community Services @ P.S. 284,Brooklyn,11212,Brooklyn 23,0,0,0,124,0,124,40.667014,-73.907986,1,False,0,0,0
612789,GFDC,License,"Kolotashvili, Nino",Brooklyn,11223,Brooklyn 21,0,0,0,4,12,16,40.606922,-73.964865,1,False,12,0,0
766593,GFDC,License,"Pear Tree Explorers Home Child Care, Inc.",Cambria Heights,11411,Queens 29,0,0,0,4,12,16,40.687918,-73.727092,1,False,12,0,0
867626,GFDC,License,"Carvajal, Jissell",Bronx,10459,Bronx 12,0,0,0,4,12,16,40.820713,-73.893996,1,False,12,0,0
778662,GFDC,License,"Jankowska, Malgorzata",Brooklyn,11232,Brooklyn 15,0,0,0,4,12,16,40.662395,-73.99335,1,False,12,0,0
841052,GFDC,License,"HXC Consulting Day Care , INC",Ridgewood,11385,Queens 24,0,0,0,4,12,16,40.702596,-73.910128,1,False,12,0,0
431647,GFDC,License,"Soler, Rosario",Bronx,10468,Bronx 10,0,0,0,4,12,16,40.858923,-73.901548,1,False,12,0,0
71453,GFDC,License,"Grant, Mildred",Rosedale,11422,Queens 29,0,0,0,4,12,16,40.656142,-73.727822,1,False,12,0,0
322239,GFDC,License,RORA GROUP FAMILY DAYCARE CORP.,Bronx,10468,Bronx 10,0,0,0,0,10,10,40.871058,-73.900508,1,False,10,0,0
193426,GFDC,License,Favorites' Group Day Care,Brooklyn,11212,Brooklyn 18,0,0,0,4,12,16,40.657779,-73.922726,1,False,12,0,0
580786,GFDC,License,The Little Ants Day Care,Bronx,10462,Bronx 11,0,0,0,4,12,16,40.854684,-73.861258,1,False,12,0,0
474607,GFDC,License,"Mc Keown, Catherine",Brooklyn,11231,Brooklyn 15,0,0,0,4,12,16,40.680565,-73.993092,1,False,12,0,0
446675,SACC,Registration,Kips Bay Boys & Girls Club Fredric & Margaret Clubhouse,Bronx,10453,Bronx 10,0,0,0,236,0,236,40.851575,-73.914618,1,False,0,0,0
151915,GFDC,License,Brighter Day Group Family Day Care,Brooklyn,11210,Brooklyn 22,0,0,0,4,12,16,40.636875,-73.947285,1,False,12,0,0
861054,GFDC,License,Mis Huellitas Group Family Day Care,East Elmhurst,11369,Queens 30,0,0,0,4,12,16,40.759823,-73.878361,1,False,12,0,0
561478,SACC,Registration,"Samuel Field YM & YWHA, Inc @ PS 139",Queens,11374,Queens 28,0,0,0,221,0,221,40.72814,-73.863265,1,False,0,0,0
616718,GFDC,License,Doña Ana Group Day Care,Bronx,10455,Bronx 7,0,0,0,2,12,14,40.814054,-73.914259,1,False,12,0,0
865639,GFDC,License,"Martinez Disla, Andreina",Bronx,10467,Bronx 10,0,0,0,4,12,16,40.878376,-73.873474,1,False,12,0,0
71299,GFDC,License,"Brathwaite, Beverley",Brooklyn,11203,Brooklyn 17,0,0,0,4,12,16,40.64505,-73.94337,1,False,12,0,0
878697,SACC,Registration,Community Counseling & Mediation,Brooklyn,11226,Brooklyn 17,0,0,0,80,0,80,40.648141,-73.951784,1,False,0,0,0
873981,GFDC,License,"Acosta Molina, Mirla",Bronx,10467,Bronx 10,0,0,0,0,12,12,40.879198,-73.875951,1,False,12,0,0
825431,SACC,Registration,"Kids Orbit, Inc. @ P.S. 132",Brooklyn,11211,Brooklyn 14,0,0,0,112,0,112,40.714738,-73.945992,1,False,0,0,0
867906,SACC,Registration,"DLS LEARNING CENTER, INC.",Jamaica,11435,Queens 28,0,0,0,22,0,22,40.688258,-73.795531,1,False,0,0,0
429742,GFDC,License,"Rivera, Patricia",Bronx,10452,Bronx 9,0,0,0,2,12,14,40.833706,-73.931006,1,False,12,0,0
404356,GFDC,License,"Gavrilova, Malika",KEW GARDENS,11415,Queens 28,0,0,0,4,12,16,40.707525,-73.834449,1,False,12,0,0
786493,GFDC,License,Gloria's Day Care,Bronx,10456,Bronx 9,0,0,0,4,12,16,40.834262,-73.901218,1,False,12,0,0
759389,GFDC,License,"Organic Kids Child Care, Inc",New York,10032,Manhattan 6,0,0,0,4,12,16,40.83765,-73.940201,1,False,12,0,0
73474,SACC,Registration,UNITED COMM. OF BLACK COMM. ORGANIZATION,New York,10032,Manhattan 6,0,0,0,58,0,58,40.83357,-73.940223,1,False,0,0,0
597113,FDC,Registration,"Desay, Sarah",BRONX,10455,Bronx 8,0,0,0,2,6,8,40.814758,-73.900835,1,False,6,0,0
473941,GFDC,License,"Harvey, Vaughn",Brooklyn,11210,Brooklyn 22,0,0,0,4,12,16,40.629554,-73.944885,1,False,12,0,0
102793,FDC,Registration,"Paul, Marva",Brooklyn,11226,Brooklyn 22,0,0,0,2,6,8,40.63905,-73.95767,1,False,6,0,0
870057,GFDC,License,"Abramova, Yelizaveta",Flushing,11367,Queens 25,0,0,0,4,12,16,40.721012,-73.814385,1,False,12,0,0
779279,SACC,Registration,Young Men's Christian Association of Greater New York,New York,10011,Manhattan 2,0,0,0,61,0,61,40.737946,-73.997851,1,False,0,0,0
232605,GFDC,License,MI SEGUNDO HOGAR CORP,BRONX,10468,Bronx 10,0,0,0,4,12,16,40.869793,-73.891889,1,False,12,0,0
790360,GFDC,License,"Collado, Yalides",New York,10027,Manhattan 5,0,0,0,4,12,16,40.812469,-73.956273,1,False,12,0,0
689591,SACC,Registration,Phipps Community Development Corporation-Sotomayor Center,Bronx,10472,Bronx 12,0,0,0,65,0,65,40.825508,-73.867466,1,False,0,0,0
133408,GFDC,License,"Buckner Young, Sonja Ann",New York,10037,Manhattan 5,0,0,0,2,10,12,40.812726,-73.936109,1,False,10,0,0
699542,GFDC,License,Prime Smart,Jamaica,11434,Queens 28,0,0,0,4,12,16,40.680301,-73.781912,1,False,12,0,0
685437,SACC,Registration,"United Activities Unlimited, Inc. @ South Beach Cornerstone",Staten Island,10305,Richmond 31,0,0,0,69,0,69,40.594808,-74.078995,1,False,0,0,0
660922,GFDC,License,"De La Cruz, Arabesca",Bronx,10454,Bronx 7,0,0,0,4,12,16,40.805743,-73.925538,1,False,12,0,0
491851,GFDC,License,Mi Pequeno Cielo Group Corp.,Bronx,10458,Bronx 10,0,0,0,4,12,16,40.855583,-73.889776,1,False,12,0,0
847071,SACC,Registration,The Oriental American Education Foundation @ PS 120,Flushing,11355,Queens 25,0,0,0,185,0,185,40.745225,-73.829164,1,False,0,0,0
879058,GFDC,License,"Fournier Gonzalez, Julia",Bronx,10452,Bronx 9,0,0,0,0,10,10,40.838566,-73.915733,1,False,10,0,0
319345,GFDC,License,"Arias, Dorcas",Bronx,10473,Bronx 8,0,0,0,4,12,16,40.823954,-73.850618,1,False,12,0,0
820021,SACC,Registration,"New York Edge, Inc.",College Point,11356,Queens 25,0,0,0,57,0,57,40.785226,-73.843372,1,False,0,0,0
604185,GFDC,License,"Mitchell, Adriane",Brooklyn,11207,Brooklyn 19,0,0,0,4,12,16,40.678006,-73.889003,1,False,12,0,0
